"Site","TransectDepth","Replicate","Latin","SiteID","SpeciesID","Count","Biomass","Hi_Lo","Site_Richness","Site_Abundance","Site_Biomass"
"Burial","15","1","Sebastes caurinus","Burial_15_1","Burial_15_1_Sebastes caurinus",0,0,"High",3,12,45.57
"Coffin","15","1","Sebastes caurinus","Coffin_15_1","Coffin_15_1_Sebastes caurinus",1,114.94,"Low",5,16,191.03
"Dragon","15","1","Sebastes caurinus","Dragon_15_1","Dragon_15_1_Sebastes caurinus",1,183.66,"Low",7,44,5167.22
"Georgina","15","1","Sebastes caurinus","Georgina_15_1","Georgina_15_1_Sebastes caurinus",1,275.64,"Low",7,46,4282.72
"Grainger","15","1","Sebastes caurinus","Grainger_15_1","Grainger_15_1_Sebastes caurinus",1,275.64,"High",8,42,10868.44
"Josef","15","1","Sebastes caurinus","Josef_15_1","Josef_15_1_Sebastes caurinus",1,351.59,"High",6,39,8799.9
"McKenzie","15","1","Sebastes caurinus","McKenzie_15_1","McKenzie_15_1_Sebastes caurinus",5,905.13,"Low",6,14,1411.65
"Porlier","15","1","Sebastes caurinus","Porlier_15_1","Porlier_15_1_Sebastes caurinus",1,53.53,"High",7,46,8713.67
"Snake","15","1","Sebastes caurinus","Snake_15_1","Snake_15_1_Sebastes caurinus",0,0,"Low",3,28,7571.81
"Anniversary","3","2","Sebastes caurinus","Anniversary_3_2","Anniversary_3_2_Sebastes caurinus",2,232.08,"Low",5,61,756.36
"Burial","3","2","Sebastes caurinus","Burial_3_2","Burial_3_2_Sebastes caurinus",0,0,"High",3,61,375.03
"Coffin","3","2","Sebastes caurinus","Coffin_3_2","Coffin_3_2_Sebastes caurinus",0,0,"Low",4,10,17.4
"Dragon","3","2","Sebastes caurinus","Dragon_3_2","Dragon_3_2_Sebastes caurinus",4,187.06,"Low",6,28,305.28
"Georgina","3","2","Sebastes caurinus","Georgina_3_2","Georgina_3_2_Sebastes caurinus",0,0,"Low",5,6,4691.88
"Grainger","3","2","Sebastes caurinus","Grainger_3_2","Grainger_3_2_Sebastes caurinus",0,0,"High",3,3,92.02
"Josef","3","2","Sebastes caurinus","Josef_3_2","Josef_3_2_Sebastes caurinus",1,25.71,"High",7,43,4102.42
"McKenzie","3","2","Sebastes caurinus","McKenzie_3_2","McKenzie_3_2_Sebastes caurinus",2,13.01,"Low",4,17,100.77
"Porlier","3","2","Sebastes caurinus","Porlier_3_2","Porlier_3_2_Sebastes caurinus",0,0,"High",3,11,7847.72
"Snake","3","2","Sebastes caurinus","Snake_3_2","Snake_3_2_Sebastes caurinus",1,5701.22,"Low",5,21,6263.96
"Anniversary","15","2","Sebastes caurinus","Anniversary_15_2","Anniversary_15_2_Sebastes caurinus",0,0,"Low",3,18,151.28
"Burial","15","2","Sebastes caurinus","Burial_15_2","Burial_15_2_Sebastes caurinus",0,0,"High",4,30,39.61
"Coffin","15","2","Sebastes caurinus","Coffin_15_2","Coffin_15_2_Sebastes caurinus",0,0,"Low",4,15,393.28
"Dragon","15","2","Sebastes caurinus","Dragon_15_2","Dragon_15_2_Sebastes caurinus",1,275.64,"Low",7,266,2677.39
"Georgina","15","2","Sebastes caurinus","Georgina_15_2","Georgina_15_2_Sebastes caurinus",0,0,"Low",5,37,1010.88
"Grainger","15","2","Sebastes caurinus","Grainger_15_2","Grainger_15_2_Sebastes caurinus",0,0,"High",5,47,8353.74
"Josef","15","2","Sebastes caurinus","Josef_15_2","Josef_15_2_Sebastes caurinus",3,515.46,"High",7,45,19741.24
"McKenzie","15","2","Sebastes caurinus","McKenzie_15_2","McKenzie_15_2_Sebastes caurinus",6,321.58,"Low",8,31,648.39
"Porlier","15","2","Sebastes caurinus","Porlier_15_2","Porlier_15_2_Sebastes caurinus",0,0,"High",8,91,2369.37
"Snake","15","2","Sebastes caurinus","Snake_15_2","Snake_15_2_Sebastes caurinus",12,1516.63,"Low",7,112,6273.52
"Anniversary","3","3","Sebastes caurinus","Anniversary_3_3","Anniversary_3_3_Sebastes caurinus",0,0,"Low",3,48,1294.89
"Burial","3","3","Sebastes caurinus","Burial_3_3","Burial_3_3_Sebastes caurinus",0,0,"High",3,6,16.09
"Coffin","3","3","Sebastes caurinus","Coffin_3_3","Coffin_3_3_Sebastes caurinus",0,0,"Low",3,7,6.97
"Dragon","3","3","Sebastes caurinus","Dragon_3_3","Dragon_3_3_Sebastes caurinus",1,13.97,"Low",7,28,471.87
"Georgina","3","3","Sebastes caurinus","Georgina_3_3","Georgina_3_3_Sebastes caurinus",0,0,"Low",3,3,112.72
"Grainger","3","3","Sebastes caurinus","Grainger_3_3","Grainger_3_3_Sebastes caurinus",5,1322.32,"High",7,18,3116.84
"Josef","3","3","Sebastes caurinus","Josef_3_3","Josef_3_3_Sebastes caurinus",0,0,"High",5,45,1772.58
"McKenzie","3","3","Sebastes caurinus","McKenzie_3_3","McKenzie_3_3_Sebastes caurinus",0,0,"Low",5,28,130.43
"Porlier","3","3","Sebastes caurinus","Porlier_3_3","Porlier_3_3_Sebastes caurinus",1,114.94,"High",7,24,18165.49
"Snake","3","3","Sebastes caurinus","Snake_3_3","Snake_3_3_Sebastes caurinus",0,0,"Low",3,21,1631.16
"Anniversary","15","3","Sebastes caurinus","Anniversary_15_3","Anniversary_15_3_Sebastes caurinus",0,0,"Low",3,47,9442.15
"Burial","15","3","Sebastes caurinus","Burial_15_3","Burial_15_3_Sebastes caurinus",0,0,"High",1,24,11.86
"Coffin","15","3","Sebastes caurinus","Coffin_15_3","Coffin_15_3_Sebastes caurinus",0,0,"Low",5,32,88.42
"Dragon","15","3","Sebastes caurinus","Dragon_15_3","Dragon_15_3_Sebastes caurinus",0,0,"Low",5,72,5875.21
"Georgina","15","3","Sebastes caurinus","Georgina_15_3","Georgina_15_3_Sebastes caurinus",1,183.66,"Low",7,58,343.89
"Grainger","15","3","Sebastes caurinus","Grainger_15_3","Grainger_15_3_Sebastes caurinus",0,0,"High",5,89,2108.31
"Josef","15","3","Sebastes caurinus","Josef_15_3","Josef_15_3_Sebastes caurinus",0,0,"High",6,41,2123.88
"McKenzie","15","3","Sebastes caurinus","McKenzie_15_3","McKenzie_15_3_Sebastes caurinus",1,4.07,"Low",5,22,13815.55
"Porlier","15","3","Sebastes caurinus","Porlier_15_3","Porlier_15_3_Sebastes caurinus",1,114.94,"High",8,81,7335.53
"Snake","15","3","Sebastes caurinus","Snake_15_3","Snake_15_3_Sebastes caurinus",4,461.95,"Low",6,50,1202.35
"Burial","3","4","Sebastes caurinus","Burial_3_4","Burial_3_4_Sebastes caurinus",0,0,"High",1,10,7.96
"Dragon","3","4","Sebastes caurinus","Dragon_3_4","Dragon_3_4_Sebastes caurinus",2,96.26,"Low",4,14,1149.48
"McKenzie","3","4","Sebastes caurinus","McKenzie_3_4","McKenzie_3_4_Sebastes caurinus",1,4.07,"Low",5,24,90.11
"Snake","3","4","Sebastes caurinus","Snake_3_4","Snake_3_4_Sebastes caurinus",1,2.34,"Low",5,9,16.36
"Anniversary","15","4","Sebastes caurinus","Anniversary_15_4","Anniversary_15_4_Sebastes caurinus",0,0,"Low",2,14,44.36
"Burial","15","4","Sebastes caurinus","Burial_15_4","Burial_15_4_Sebastes caurinus",0,0,"High",4,20,196.44
"Dragon","15","4","Sebastes caurinus","Dragon_15_4","Dragon_15_4_Sebastes caurinus",1,6.51,"Low",8,524,2616.28
"McKenzie","15","4","Sebastes caurinus","McKenzie_15_4","McKenzie_15_4_Sebastes caurinus",1,9.76,"Low",6,14,66.1
"Snake","15","4","Sebastes caurinus","Snake_15_4","Snake_15_4_Sebastes caurinus",0,0,"Low",5,38,10212.97
"Anniversary","3","1","Sebastes flavidus","Anniversary_3_1","Anniversary_3_1_Sebastes flavidus",0,0,"Low",8,206,2214.53
"Burial","3","1","Sebastes flavidus","Burial_3_1","Burial_3_1_Sebastes flavidus",0,0,"High",5,11,6072.13
"Coffin","3","1","Sebastes flavidus","Coffin_3_1","Coffin_3_1_Sebastes flavidus",0,0,"Low",7,27,84.02
"Dragon","3","1","Sebastes flavidus","Dragon_3_1","Dragon_3_1_Sebastes flavidus",0,0,"Low",7,75,766.57
"Georgina","3","1","Sebastes flavidus","Georgina_3_1","Georgina_3_1_Sebastes flavidus",0,0,"Low",3,7,9516.84
"Grainger","3","1","Sebastes flavidus","Grainger_3_1","Grainger_3_1_Sebastes flavidus",0,0,"High",4,24,943.43
"Josef","3","1","Sebastes flavidus","Josef_3_1","Josef_3_1_Sebastes flavidus",0,0,"High",7,78,3728.68
"McKenzie","3","1","Sebastes flavidus","McKenzie_3_1","McKenzie_3_1_Sebastes flavidus",0,0,"Low",7,24,3056.39
"Porlier","3","1","Sebastes flavidus","Porlier_3_1","Porlier_3_1_Sebastes flavidus",0,0,"High",7,85,5459.05
"Snake","3","1","Sebastes flavidus","Snake_3_1","Snake_3_1_Sebastes flavidus",0,0,"Low",1,1,1.86
"Anniversary","15","1","Sebastes flavidus","Anniversary_15_1","Anniversary_15_1_Sebastes flavidus",0,0,"Low",7,27,1423.05
"Burial","15","1","Sebastes flavidus","Burial_15_1","Burial_15_1_Sebastes flavidus",0,0,"High",3,12,45.57
"Coffin","15","1","Sebastes flavidus","Coffin_15_1","Coffin_15_1_Sebastes flavidus",0,0,"Low",5,16,191.03
"Dragon","15","1","Sebastes flavidus","Dragon_15_1","Dragon_15_1_Sebastes flavidus",0,0,"Low",7,44,5167.22
"Georgina","15","1","Sebastes flavidus","Georgina_15_1","Georgina_15_1_Sebastes flavidus",0,0,"Low",7,46,4282.72
"Grainger","15","1","Sebastes flavidus","Grainger_15_1","Grainger_15_1_Sebastes flavidus",0,0,"High",8,42,10868.44
"Josef","15","1","Sebastes flavidus","Josef_15_1","Josef_15_1_Sebastes flavidus",0,0,"High",6,39,8799.9
"McKenzie","15","1","Sebastes flavidus","McKenzie_15_1","McKenzie_15_1_Sebastes flavidus",3,460.47,"Low",6,14,1411.65
"Porlier","15","1","Sebastes flavidus","Porlier_15_1","Porlier_15_1_Sebastes flavidus",0,0,"High",7,46,8713.67
"Snake","15","1","Sebastes flavidus","Snake_15_1","Snake_15_1_Sebastes flavidus",0,0,"Low",3,28,7571.81
"Anniversary","3","2","Sebastes flavidus","Anniversary_3_2","Anniversary_3_2_Sebastes flavidus",0,0,"Low",5,61,756.36
"Burial","3","2","Sebastes flavidus","Burial_3_2","Burial_3_2_Sebastes flavidus",0,0,"High",3,61,375.03
"Coffin","3","2","Sebastes flavidus","Coffin_3_2","Coffin_3_2_Sebastes flavidus",0,0,"Low",4,10,17.4
"Dragon","3","2","Sebastes flavidus","Dragon_3_2","Dragon_3_2_Sebastes flavidus",0,0,"Low",6,28,305.28
"Georgina","3","2","Sebastes flavidus","Georgina_3_2","Georgina_3_2_Sebastes flavidus",0,0,"Low",5,6,4691.88
"Grainger","3","2","Sebastes flavidus","Grainger_3_2","Grainger_3_2_Sebastes flavidus",0,0,"High",3,3,92.02
"Josef","3","2","Sebastes flavidus","Josef_3_2","Josef_3_2_Sebastes flavidus",0,0,"High",7,43,4102.42
"McKenzie","3","2","Sebastes flavidus","McKenzie_3_2","McKenzie_3_2_Sebastes flavidus",0,0,"Low",4,17,100.77
"Porlier","3","2","Sebastes flavidus","Porlier_3_2","Porlier_3_2_Sebastes flavidus",0,0,"High",3,11,7847.72
"Snake","3","2","Sebastes flavidus","Snake_3_2","Snake_3_2_Sebastes flavidus",0,0,"Low",5,21,6263.96
"Anniversary","15","2","Sebastes flavidus","Anniversary_15_2","Anniversary_15_2_Sebastes flavidus",0,0,"Low",3,18,151.28
"Burial","15","2","Sebastes flavidus","Burial_15_2","Burial_15_2_Sebastes flavidus",0,0,"High",4,30,39.61
"Coffin","15","2","Sebastes flavidus","Coffin_15_2","Coffin_15_2_Sebastes flavidus",0,0,"Low",4,15,393.28
"Dragon","15","2","Sebastes flavidus","Dragon_15_2","Dragon_15_2_Sebastes flavidus",0,0,"Low",7,266,2677.39
"Georgina","15","2","Sebastes flavidus","Georgina_15_2","Georgina_15_2_Sebastes flavidus",0,0,"Low",5,37,1010.88
"Grainger","15","2","Sebastes flavidus","Grainger_15_2","Grainger_15_2_Sebastes flavidus",0,0,"High",5,47,8353.74
"Josef","15","2","Sebastes flavidus","Josef_15_2","Josef_15_2_Sebastes flavidus",0,0,"High",7,45,19741.24
"McKenzie","15","2","Sebastes flavidus","McKenzie_15_2","McKenzie_15_2_Sebastes flavidus",0,0,"Low",8,31,648.39
"Porlier","15","2","Sebastes flavidus","Porlier_15_2","Porlier_15_2_Sebastes flavidus",0,0,"High",8,91,2369.37
"Snake","15","2","Sebastes flavidus","Snake_15_2","Snake_15_2_Sebastes flavidus",0,0,"Low",7,112,6273.52
"Anniversary","3","3","Sebastes flavidus","Anniversary_3_3","Anniversary_3_3_Sebastes flavidus",0,0,"Low",3,48,1294.89
"Burial","3","3","Sebastes flavidus","Burial_3_3","Burial_3_3_Sebastes flavidus",0,0,"High",3,6,16.09
"Coffin","3","3","Sebastes flavidus","Coffin_3_3","Coffin_3_3_Sebastes flavidus",0,0,"Low",3,7,6.97
"Dragon","3","3","Sebastes flavidus","Dragon_3_3","Dragon_3_3_Sebastes flavidus",0,0,"Low",7,28,471.87
"Georgina","3","3","Sebastes flavidus","Georgina_3_3","Georgina_3_3_Sebastes flavidus",0,0,"Low",3,3,112.72
"Grainger","3","3","Sebastes flavidus","Grainger_3_3","Grainger_3_3_Sebastes flavidus",0,0,"High",7,18,3116.84
"Josef","3","3","Sebastes flavidus","Josef_3_3","Josef_3_3_Sebastes flavidus",0,0,"High",5,45,1772.58
"McKenzie","3","3","Sebastes flavidus","McKenzie_3_3","McKenzie_3_3_Sebastes flavidus",0,0,"Low",5,28,130.43
"Porlier","3","3","Sebastes flavidus","Porlier_3_3","Porlier_3_3_Sebastes flavidus",0,0,"High",7,24,18165.49
"Snake","3","3","Sebastes flavidus","Snake_3_3","Snake_3_3_Sebastes flavidus",0,0,"Low",3,21,1631.16
"Anniversary","15","3","Sebastes flavidus","Anniversary_15_3","Anniversary_15_3_Sebastes flavidus",0,0,"Low",3,47,9442.15
"Burial","15","3","Sebastes flavidus","Burial_15_3","Burial_15_3_Sebastes flavidus",0,0,"High",1,24,11.86
"Coffin","15","3","Sebastes flavidus","Coffin_15_3","Coffin_15_3_Sebastes flavidus",0,0,"Low",5,32,88.42
"Dragon","15","3","Sebastes flavidus","Dragon_15_3","Dragon_15_3_Sebastes flavidus",0,0,"Low",5,72,5875.21
"Georgina","15","3","Sebastes flavidus","Georgina_15_3","Georgina_15_3_Sebastes flavidus",0,0,"Low",7,58,343.89
"Grainger","15","3","Sebastes flavidus","Grainger_15_3","Grainger_15_3_Sebastes flavidus",0,0,"High",5,89,2108.31
"Josef","15","3","Sebastes flavidus","Josef_15_3","Josef_15_3_Sebastes flavidus",0,0,"High",6,41,2123.88
"McKenzie","15","3","Sebastes flavidus","McKenzie_15_3","McKenzie_15_3_Sebastes flavidus",0,0,"Low",5,22,13815.55
"Porlier","15","3","Sebastes flavidus","Porlier_15_3","Porlier_15_3_Sebastes flavidus",0,0,"High",8,81,7335.53
"Snake","15","3","Sebastes flavidus","Snake_15_3","Snake_15_3_Sebastes flavidus",0,0,"Low",6,50,1202.35
"Burial","3","4","Sebastes flavidus","Burial_3_4","Burial_3_4_Sebastes flavidus",0,0,"High",1,10,7.96
"Dragon","3","4","Sebastes flavidus","Dragon_3_4","Dragon_3_4_Sebastes flavidus",0,0,"Low",4,14,1149.48
"McKenzie","3","4","Sebastes flavidus","McKenzie_3_4","McKenzie_3_4_Sebastes flavidus",0,0,"Low",5,24,90.11
"Snake","3","4","Sebastes flavidus","Snake_3_4","Snake_3_4_Sebastes flavidus",0,0,"Low",5,9,16.36
"Anniversary","15","4","Sebastes flavidus","Anniversary_15_4","Anniversary_15_4_Sebastes flavidus",0,0,"Low",2,14,44.36
"Burial","15","4","Sebastes flavidus","Burial_15_4","Burial_15_4_Sebastes flavidus",0,0,"High",4,20,196.44
"Dragon","15","4","Sebastes flavidus","Dragon_15_4","Dragon_15_4_Sebastes flavidus",0,0,"Low",8,524,2616.28
"McKenzie","15","4","Sebastes flavidus","McKenzie_15_4","McKenzie_15_4_Sebastes flavidus",0,0,"Low",6,14,66.1
"Snake","15","4","Sebastes flavidus","Snake_15_4","Snake_15_4_Sebastes flavidus",0,0,"Low",5,38,10212.97
"Anniversary","3","1","Sebastes maliger","Anniversary_3_1","Anniversary_3_1_Sebastes maliger",0,0,"Low",8,206,2214.53
"Burial","3","1","Sebastes maliger","Burial_3_1","Burial_3_1_Sebastes maliger",0,0,"High",5,11,6072.13
"Coffin","3","1","Sebastes maliger","Coffin_3_1","Coffin_3_1_Sebastes maliger",0,0,"Low",7,27,84.02
"Dragon","3","1","Sebastes maliger","Dragon_3_1","Dragon_3_1_Sebastes maliger",0,0,"Low",7,75,766.57
"Georgina","3","1","Sebastes maliger","Georgina_3_1","Georgina_3_1_Sebastes maliger",0,0,"Low",3,7,9516.84
"Grainger","3","1","Sebastes maliger","Grainger_3_1","Grainger_3_1_Sebastes maliger",0,0,"High",4,24,943.43
"Josef","3","1","Sebastes maliger","Josef_3_1","Josef_3_1_Sebastes maliger",0,0,"High",7,78,3728.68
"McKenzie","3","1","Sebastes maliger","McKenzie_3_1","McKenzie_3_1_Sebastes maliger",0,0,"Low",7,24,3056.39
"Porlier","3","1","Sebastes maliger","Porlier_3_1","Porlier_3_1_Sebastes maliger",0,0,"High",7,85,5459.05
"Snake","3","1","Sebastes maliger","Snake_3_1","Snake_3_1_Sebastes maliger",0,0,"Low",1,1,1.86
"Anniversary","15","1","Sebastes maliger","Anniversary_15_1","Anniversary_15_1_Sebastes maliger",0,0,"Low",7,27,1423.05
"Burial","15","1","Sebastes maliger","Burial_15_1","Burial_15_1_Sebastes maliger",0,0,"High",3,12,45.57
"Coffin","15","1","Sebastes maliger","Coffin_15_1","Coffin_15_1_Sebastes maliger",0,0,"Low",5,16,191.03
"Dragon","15","1","Sebastes maliger","Dragon_15_1","Dragon_15_1_Sebastes maliger",0,0,"Low",7,44,5167.22
"Georgina","15","1","Sebastes maliger","Georgina_15_1","Georgina_15_1_Sebastes maliger",1,96.1,"Low",7,46,4282.72
"Grainger","15","1","Sebastes maliger","Grainger_15_1","Grainger_15_1_Sebastes maliger",0,0,"High",8,42,10868.44
"Josef","15","1","Sebastes maliger","Josef_15_1","Josef_15_1_Sebastes maliger",0,0,"High",6,39,8799.9
"McKenzie","15","1","Sebastes maliger","McKenzie_15_1","McKenzie_15_1_Sebastes maliger",0,0,"Low",6,14,1411.65
"Porlier","15","1","Sebastes maliger","Porlier_15_1","Porlier_15_1_Sebastes maliger",0,0,"High",7,46,8713.67
"Snake","15","1","Sebastes maliger","Snake_15_1","Snake_15_1_Sebastes maliger",1,54.51,"Low",3,28,7571.81
"Anniversary","3","2","Sebastes maliger","Anniversary_3_2","Anniversary_3_2_Sebastes maliger",0,0,"Low",5,61,756.36
"Burial","3","2","Sebastes maliger","Burial_3_2","Burial_3_2_Sebastes maliger",0,0,"High",3,61,375.03
"Coffin","3","2","Sebastes maliger","Coffin_3_2","Coffin_3_2_Sebastes maliger",0,0,"Low",4,10,17.4
"Dragon","3","2","Sebastes maliger","Dragon_3_2","Dragon_3_2_Sebastes maliger",0,0,"Low",6,28,305.28
"Georgina","3","2","Sebastes maliger","Georgina_3_2","Georgina_3_2_Sebastes maliger",0,0,"Low",5,6,4691.88
"Grainger","3","2","Sebastes maliger","Grainger_3_2","Grainger_3_2_Sebastes maliger",0,0,"High",3,3,92.02
"Josef","3","2","Sebastes maliger","Josef_3_2","Josef_3_2_Sebastes maliger",0,0,"High",7,43,4102.42
"McKenzie","3","2","Sebastes maliger","McKenzie_3_2","McKenzie_3_2_Sebastes maliger",0,0,"Low",4,17,100.77
"Porlier","3","2","Sebastes maliger","Porlier_3_2","Porlier_3_2_Sebastes maliger",0,0,"High",3,11,7847.72
"Snake","3","2","Sebastes maliger","Snake_3_2","Snake_3_2_Sebastes maliger",0,0,"Low",5,21,6263.96
"Anniversary","15","2","Sebastes maliger","Anniversary_15_2","Anniversary_15_2_Sebastes maliger",0,0,"Low",3,18,151.28
"Burial","15","2","Sebastes maliger","Burial_15_2","Burial_15_2_Sebastes maliger",0,0,"High",4,30,39.61
"Coffin","15","2","Sebastes maliger","Coffin_15_2","Coffin_15_2_Sebastes maliger",0,0,"Low",4,15,393.28
"Dragon","15","2","Sebastes maliger","Dragon_15_2","Dragon_15_2_Sebastes maliger",0,0,"Low",7,266,2677.39
"Georgina","15","2","Sebastes maliger","Georgina_15_2","Georgina_15_2_Sebastes maliger",0,0,"Low",5,37,1010.88
"Grainger","15","2","Sebastes maliger","Grainger_15_2","Grainger_15_2_Sebastes maliger",0,0,"High",5,47,8353.74
"Josef","15","2","Sebastes maliger","Josef_15_2","Josef_15_2_Sebastes maliger",0,0,"High",7,45,19741.24
"McKenzie","15","2","Sebastes maliger","McKenzie_15_2","McKenzie_15_2_Sebastes maliger",0,0,"Low",8,31,648.39
"Porlier","15","2","Sebastes maliger","Porlier_15_2","Porlier_15_2_Sebastes maliger",0,0,"High",8,91,2369.37
"Snake","15","2","Sebastes maliger","Snake_15_2","Snake_15_2_Sebastes maliger",0,0,"Low",7,112,6273.52
"Anniversary","3","3","Sebastes maliger","Anniversary_3_3","Anniversary_3_3_Sebastes maliger",0,0,"Low",3,48,1294.89
"Burial","3","3","Sebastes maliger","Burial_3_3","Burial_3_3_Sebastes maliger",0,0,"High",3,6,16.09
"Coffin","3","3","Sebastes maliger","Coffin_3_3","Coffin_3_3_Sebastes maliger",0,0,"Low",3,7,6.97
"Dragon","3","3","Sebastes maliger","Dragon_3_3","Dragon_3_3_Sebastes maliger",0,0,"Low",7,28,471.87
"Georgina","3","3","Sebastes maliger","Georgina_3_3","Georgina_3_3_Sebastes maliger",0,0,"Low",3,3,112.72
"Grainger","3","3","Sebastes maliger","Grainger_3_3","Grainger_3_3_Sebastes maliger",0,0,"High",7,18,3116.84
"Josef","3","3","Sebastes maliger","Josef_3_3","Josef_3_3_Sebastes maliger",0,0,"High",5,45,1772.58
"McKenzie","3","3","Sebastes maliger","McKenzie_3_3","McKenzie_3_3_Sebastes maliger",0,0,"Low",5,28,130.43
"Porlier","3","3","Sebastes maliger","Porlier_3_3","Porlier_3_3_Sebastes maliger",0,0,"High",7,24,18165.49
"Snake","3","3","Sebastes maliger","Snake_3_3","Snake_3_3_Sebastes maliger",0,0,"Low",3,21,1631.16
"Anniversary","15","3","Sebastes maliger","Anniversary_15_3","Anniversary_15_3_Sebastes maliger",0,0,"Low",3,47,9442.15
"Burial","15","3","Sebastes maliger","Burial_15_3","Burial_15_3_Sebastes maliger",0,0,"High",1,24,11.86
"Coffin","15","3","Sebastes maliger","Coffin_15_3","Coffin_15_3_Sebastes maliger",0,0,"Low",5,32,88.42
"Dragon","15","3","Sebastes maliger","Dragon_15_3","Dragon_15_3_Sebastes maliger",2,74.92,"Low",5,72,5875.21
"Georgina","15","3","Sebastes maliger","Georgina_15_3","Georgina_15_3_Sebastes maliger",0,0,"Low",7,58,343.89
"Grainger","15","3","Sebastes maliger","Grainger_15_3","Grainger_15_3_Sebastes maliger",0,0,"High",5,89,2108.31
"Josef","15","3","Sebastes maliger","Josef_15_3","Josef_15_3_Sebastes maliger",0,0,"High",6,41,2123.88
"McKenzie","15","3","Sebastes maliger","McKenzie_15_3","McKenzie_15_3_Sebastes maliger",0,0,"Low",5,22,13815.55
"Porlier","15","3","Sebastes maliger","Porlier_15_3","Porlier_15_3_Sebastes maliger",0,0,"High",8,81,7335.53
"Snake","15","3","Sebastes maliger","Snake_15_3","Snake_15_3_Sebastes maliger",5,401.28,"Low",6,50,1202.35
"Burial","3","4","Sebastes maliger","Burial_3_4","Burial_3_4_Sebastes maliger",0,0,"High",1,10,7.96
"Dragon","3","4","Sebastes maliger","Dragon_3_4","Dragon_3_4_Sebastes maliger",0,0,"Low",4,14,1149.48
"McKenzie","3","4","Sebastes maliger","McKenzie_3_4","McKenzie_3_4_Sebastes maliger",0,0,"Low",5,24,90.11
"Snake","3","4","Sebastes maliger","Snake_3_4","Snake_3_4_Sebastes maliger",0,0,"Low",5,9,16.36
"Anniversary","15","4","Sebastes maliger","Anniversary_15_4","Anniversary_15_4_Sebastes maliger",0,0,"Low",2,14,44.36
"Burial","15","4","Sebastes maliger","Burial_15_4","Burial_15_4_Sebastes maliger",0,0,"High",4,20,196.44
"Dragon","15","4","Sebastes maliger","Dragon_15_4","Dragon_15_4_Sebastes maliger",2,100.69,"Low",8,524,2616.28
"McKenzie","15","4","Sebastes maliger","McKenzie_15_4","McKenzie_15_4_Sebastes maliger",0,0,"Low",6,14,66.1
"Snake","15","4","Sebastes maliger","Snake_15_4","Snake_15_4_Sebastes maliger",1,26.96,"Low",5,38,10212.97
"Anniversary","3","1","Syngnathus leptorhynchus","Anniversary_3_1","Anniversary_3_1_Syngnathus leptorhynchus",0,0,"Low",8,206,2214.53
"Burial","3","1","Syngnathus leptorhynchus","Burial_3_1","Burial_3_1_Syngnathus leptorhynchus",0,0,"High",5,11,6072.13
"Coffin","3","1","Syngnathus leptorhynchus","Coffin_3_1","Coffin_3_1_Syngnathus leptorhynchus",1,0.41,"Low",7,27,84.02
